Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Denmark,DNK,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.8682976,0.8409469,0.8416401,0.9005936,0.7688761
Djibouti,DJI,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.675007399999999,-0.647701299999999,-0.5581809,-0.536184,-0.4930443
Djibouti,DJI,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.0447412,-1.0311038,-1.0215603,-1.03950379999999,-1.01039869999999
Djibouti,DJI,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.4591955,-0.5273642,-0.4774121,-0.4640183,-0.5563593
Dominica,DMA,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.3864624,-0.384329,-0.0222235,0.3883874,0.1490422
Dominica,DMA,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.5984586,0.5368851,0.5641308,0.5395543,0.3974621
Dominica,DMA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.2385037,1.2367945,1.2397365,1.2402149,1.2341643
Dominican Republic,DOM,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.3603632,-0.1501487,-0.121071299999999,0.045792,0.0746487
Dominican Republic,DOM,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.3813297,-0.3243436,-0.2774196,-0.241159899999999,-0.1822626
Dominican Republic,DOM,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.2361204,0.3502987,0.4914554,0.4655668,0.5893402
Ecuador,ECU,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.343507499999999,-0.1107469,0.00162489999999999,-0.162533899999999,-0.2196127
Ecuador,ECU,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.5676359,-0.4314709,-0.5794902,-0.858649799999999,-0.9650369
Ecuador,ECU,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.1513823,-0.1983083,-0.2336288,-0.3543579,-0.7210909
"Egypt, Arab Rep.",EGY,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.234355899999999,-0.225102299999999,-0.1434309,-0.0397463,-0.0970579
"Egypt, Arab Rep.",EGY,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.789880599999999,-0.8185251,-0.772813099999999,-0.7776875,-0.751539899999999
"Egypt, Arab Rep.",EGY,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.1172787,-1.066781,-0.9542974,-0.899323299999999,-0.9779235
El Salvador,SLV,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.1427333,-0.2484854,-0.387094,-0.0947816,-0.1831795
El Salvador,SLV,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.6910565,-0.83512,-0.9646984,-0.707075599999999,-0.7133592
El Salvador,SLV,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.1497936,-0.222007099999999,-0.0998814,0.0822243,0.00613259999999999
Equatorial Guinea,GNQ,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-1.06237919999999,-1.041591,-1.17575719999999,-1.1523444,-1.1825117
Equatorial Guinea,GNQ,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.52793729999999,-1.528819,-1.4839685,-1.48074099999999,-1.54035759999999
Equatorial Guinea,GNQ,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.380621,-0.3214725,-0.3481526,-0.2874757,-0.1409375
Eritrea,ERI,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-1.3975653,-1.394653,-1.34348739999999,-1.3802453,-1.45617889999999
Eritrea,ERI,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.6238593,-1.6516587,-1.7694664,-1.79714659999999,-1.8026292
Eritrea,ERI,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.0705711,-1.02707899999999,-1.0696541,-0.7897784,-0.7086146
Estonia,EST,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.3201957,1.3707206,1.3587321,1.2678954,1.2969908
Estonia,EST,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.4988678,1.4888413,1.5220957,1.482125,1.4864478
Estonia,EST,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.9178902,0.8879044,0.8742633,0.8473511,0.6995763
Eswatini,SWZ,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.6235547,-0.723303399999999,-0.6320655,-0.717774199999999,-0.7811414
Eswatini,SWZ,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.6595902,-0.6977002,-0.726965099999999,-0.7274341,-0.8598771
Eswatini,SWZ,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.1948628,-0.428643699999999,-0.400835,-0.7261847,-0.7327829
Ethiopia,ETH,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.551689499999999,-0.650462099999999,-0.7000773,-0.6883758,-0.645991
Ethiopia,ETH,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.8139468,-0.9484534,-0.9181925,-1.03931399999999,-1.04892419999999
Ethiopia,ETH,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.5934093,-2.0139565,-1.8659545,-1.86375129999999,-1.88497389999999
Fiji,FJI,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.6553479,0.7309158,0.5025006,0.5033911,0.6089609
Fiji,FJI,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.1646154,0.1636161,0.2370994,0.3256265,0.3057786
Fiji,FJI,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.6004415,0.6663534,0.782553,0.782933,0.6984398
Finland,FIN,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,2.1354229,2.1560517,1.8972063,1.787685,1.8171611
Finland,FIN,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,2.108953,2.0708538,1.9939363,2.0200539,2.0212705
Finland,FIN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.1572607,1.1287431,1.0892287,0.7648776,0.8325695
France,FRA,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.4906558,1.5363267,1.4637769,1.3517693,1.2007009
France,FRA,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.1272001,1.0805521,1.0195192,0.9946177,0.97866
France,FRA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.1270887,0.1241525,0.0198376,-0.0187716,-0.241365399999999
French Guiana,GUF,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.4897219,1.4914946,1.2859047,1.2866922,1.2858591
French Guiana,GUF,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.0777827,1.0751185,0.9446594,0.9442595,0.9441949
French Guiana,GUF,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.3817679,0.3800755,0.5424152,0.4180182,0.4120274
French Polynesia,PYF,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,..,..,..,..,..
French Polynesia,PYF,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.952574,1.0299512,1.0202576,1.0176206,1.0171948
French Polynesia,PYF,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.9517964,1.0386429,1.0479309,1.049441,1.0303397
Gabon,GAB,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.8134549,-0.588664699999999,-0.5943568,-0.5840974,-0.5671547
Gabon,GAB,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.9315253,-0.9165415,-1.0937103,-1.07816429999999,-1.155705
Gabon,GAB,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.2194997,-0.28203,-0.1324826,-0.2702052,-0.276887
"Gambia, The",GMB,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.5874216,-0.5131901,-0.502495799999999,-0.4683483,-0.5358243
"Gambia, The",GMB,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.336829999999999,-0.3721489,-0.3639747,-0.340458,-0.394193399999999
"Gambia, The",GMB,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.1363877,0.0231959,0.1344853,0.1359932,-0.0180453
Georgia,GEO,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.3081567,0.4515433,0.4424252,0.5876041,0.4562672
Georgia,GEO,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.2567958,0.2251347,0.18182,0.1642921,0.1489667
Georgia,GEO,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.1271941,-0.2017684,-0.100034699999999,-0.120908599999999,-0.6127592
Germany,DEU,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.7812546,1.8265941,1.7792628,1.5613864,1.5462994
Germany,DEU,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.6271231,1.6349496,1.5810518,1.5855645,1.6257844
Germany,DEU,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.6840532,0.6603045,0.5284799,0.50602,0.1242671
Ghana,GHA,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.0103657,-0.0445107,-0.0662946,-0.0177779,0.0595796
Ghana,GHA,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.1110047,0.0415219,0.0021348,-0.0029916,0.0539695
Ghana,GHA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.0588855,-0.1622488,-0.1877453,-0.0688107,0.0114605
Greece,GRC,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.5867351,0.5727218,0.5636045,0.2578486,0.1912731
Greece,GRC,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.4729929,0.4439375,0.4892737,0.3963788,0.2983017
Greece,GRC,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.2996221,0.2270172,0.236947,0.3853039,0.1394204
Greenland,GRL,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.480273,0.4838322,0.7779131,0.7792725,1.3528493
Greenland,GRL,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.6289849,1.6254815,1.5750875,1.5745781,1.5744958
Greenland,GRL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.7581458,1.7551692,1.2502225,1.2510555,1.2405187
Grenada,GRD,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.0961408,-0.0943871,-0.0438885,0.0807085999999999,0.0201444
Grenada,GRD,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.4276609,0.4044535,0.4711413,0.5500382,0.5408822
Grenada,GRD,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.0425879,1.0408786,1.2048361,1.2053145,1.1992639
Guam,GUM,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.7650002,0.7679093,0.952868,0.9540388,1.269394
Guam,GUM,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.1574435,1.1509221,1.1703242,1.0348111,1.0346735
Guam,GUM,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.9970127,0.9953332,0.9982241,0.9986942,0.9927487
Guatemala,GTM,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.7764521,-0.7444335,-0.8842065,-0.8628806,-0.9093696
Guatemala,GTM,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.9659236,-0.975567699999999,-1.0371304,-1.0108162,-0.962274
Guatemala,GTM,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.563868399999999,-0.5740791,-0.3005447,-0.2021326,-0.209766899999999
Guinea,GIN,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.8118614,-0.808593999999999,-0.9248516,-0.8735118,-0.8881627
Guinea,GIN,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.0962208,-1.003033,-1.05538819999999,-1.1068782,-1.1479306
Guinea,GIN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.0877324,-1.0159308,-0.813667399999999,-0.8765719,-1.0377627
Guinea-Bissau,GNB,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-1.2811844,-1.3839632,-1.5281779,-1.4517345,-1.3676142
Guinea-Bissau,GNB,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.1334891,-1.2016468,-1.25159,-1.2070689,-1.23482809999999
Guinea-Bissau,GNB,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.2838803,-0.3001867,-0.360252199999999,-0.3193937,-0.618439499999999
Guyana,GUY,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.2652471,-0.1426381,-0.1291709,-0.0976684999999999,-0.0982402
Guyana,GUY,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.3872775,-0.378924,-0.3602997,-0.371934999999999,-0.334222099999999
Guyana,GUY,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.00729659999999999,-0.0281476999999999,0.210713,0.2012498,0.2164983
Haiti,HTI,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-1.9163196,-2.0602282,-2.0132007,-2.0108367,-2.0156868
Haiti,HTI,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.211177,-1.392161,-1.5628925,-1.64152989999999,-1.6033955
Haiti,HTI,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.0389171,-1.2132391,-0.947002399999999,-0.971741099999999,-1.2013046
Honduras,HND,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.582503099999999,-0.6672516,-0.686258199999999,-0.6579014,-0.6196728
Honduras,HND,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.1109938,-1.1417518,-1.09175279999999,-1.156469,-1.1768036
Honduras,HND,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.666353099999999,-0.806377,-0.4781621,-0.3507671,-0.5671583
"Hong Kong SAR, China",HKG,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.5914491,1.6245817,1.6433381,1.5374202,1.6374532
"Hong Kong SAR, China",HKG,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.1753872,1.0319968,0.8841773,0.875904,0.9209804
"Hong Kong SAR, China",HKG,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.0079016,0.2186871,0.3891702,0.4084368,0.6310985
Hungary,HUN,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.7208016,0.784219,0.657731,0.5461907,0.501908
Hungary,HUN,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.329192,0.2971399,0.2426218,0.1894005,0.1923364
Hungary,HUN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.7938892,0.7337253,0.6701403,0.5841522,0.4363288
Iceland,ISL,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.5637066,1.8005665,1.6330091,1.6402729,1.645973
Iceland,ISL,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.6866361,1.7076168,1.5968615,1.59027,1.6278886
Iceland,ISL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.3289196,1.3382488,1.2672872,1.2058266,1.2056034
India,IND,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.3492894,0.2400136,0.3392526,0.422603,0.4046051
India,IND,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.1029725,-0.1841026,-0.1104884,-0.0879069,-0.0392287
India,IND,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.720631199999999,-0.6015988,-0.7535037,-0.837974,-0.785762499999999
Indonesia,IDN,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.213754,0.1470804,0.2328093,0.2732116,0.179804
Indonesia,IDN,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.1479773,-0.1436778,-0.1291182,-0.0817572,-0.206598099999999
Indonesia,IDN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.539945999999999,-0.6496757,-0.7624666,-0.613745,-0.609127499999999
"Iran, Islamic Rep.",IRN,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.7071428,-0.6566521,-0.7076616,-0.7402272,-0.7061233
"Iran, Islamic Rep.",IRN,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.0270682,-1.06900019999999,-1.1257877,-1.20046299999999,-1.2348012
"Iran, Islamic Rep.",IRN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.2213247,-1.1577773,-1.1448403,-1.2694112,-1.58118839999999
Iraq,IRQ,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-1.21784199999999,-1.2310377,-1.223854,-1.3398894,-1.1018847
Iraq,IRQ,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.512443,-1.4374976,-1.45504109999999,-1.5002727,-1.3581614
Iraq,IRQ,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-2.1814743,-2.1722684,-2.2294281,-2.2246949,-2.0642762
Ireland,IRL,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.5003528,1.6184384,1.7057914,1.6609005,1.6115533
Ireland,IRL,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.5214022,1.5453584,1.5040267,1.5980444,1.5913219
Ireland,IRL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.8785787,0.7362963,0.8053599,0.876648,0.7099699
Israel,ISR,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.1657244,1.5896737,1.5237704,1.3569151,1.1726244
Israel,ISR,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.8873608,0.8807927,0.8010265,0.6642378,0.5997177
Israel,ISR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.567841399999999,-0.699899199999999,-0.904996799999999,-1.0423159,-1.03750149999999
Italy,ITA,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.5477288,0.574774,0.7178718,0.8533467,0.7922891
Italy,ITA,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.5546368,0.5885,0.5739685,0.6505552,0.6192043
Italy,ITA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.3322841,0.4392226,0.4124684,0.4737389,0.3087035
Jamaica,JAM,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.3867314,0.3396406,0.2544889,0.1649969,0.1712622
Jamaica,JAM,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.103995499999999,-0.0742917999999999,-0.0687388999999999,-0.0768587999999999,-0.0776697
Jamaica,JAM,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.1525241,0.1423135,0.4525342,0.4762874,0.476823
Japan,JPN,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.8051167,1.653038,2.0307507,1.9883877,2.0879101
Japan,JPN,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.5138826,1.5319019,1.5084676,1.5084872,1.5115753
Japan,JPN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.1325471,1.1600529,1.2758787,1.2674256,1.1343228
Jersey,JEY,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.2780893,1.2816485,1.2811126,1.2829987,1.2810034
Jersey,JEY,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.6289849,1.6254815,1.6233274,1.6227414,1.6226468
Jersey,JEY,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.246013,1.2404824,1.4633644,1.4649122,1.4453347
Jordan,JOR,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.1138845,0.1228638,0.1428514,0.3908884,0.2162114
Jordan,JOR,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.1081792,0.0436082,0.0764869,0.1232268,0.1685335
Jordan,JOR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.3260056,-0.390988399999999,-0.311462199999999,-0.3007473,-0.3501687
Kazakhstan,KAZ,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.0522732,0.017817,0.1603392,0.1520225,0.1467641
Kazakhstan,KAZ,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.4154444,-0.4655785,-0.440637699999999,-0.3777888,-0.3815477
Kazakhstan,KAZ,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.2842993,-0.2325504,-0.5795614,-0.2021045,-0.2827558
Kenya,KEN,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.3759713,-0.3468069,-0.3324798,-0.3131112,-0.2978904
Kenya,KEN,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.5784344,-0.445618199999999,-0.4245656,-0.427558899999999,-0.464532
Kenya,KEN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.0502651,-1.11021939999999,-0.962236,-0.971652,-1.3556816
Kiribati,KIR,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.257145499999999,-0.2550887,-0.255398399999999,-0.4079699,-0.4343103
Kiribati,KIR,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.1590995,1.0695661,0.7720439,0.73465,0.78601
Kiribati,KIR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.1749608,1.1647191,1.2429196,1.2433279,1.2381638
"Korea, Dem. People's Rep.",PRK,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-1.2548503,-1.4820228,-1.3350416,-1.2707438,-1.27131019999999
"Korea, Dem. People's Rep.",PRK,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.6782172,-1.680154,-1.48587729999999,-1.5256234,-1.5256661
"Korea, Dem. People's Rep.",PRK,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.187350699999999,-0.1983915,0.2686785,0.3264333,0.3220654
"Korea, Rep.",KOR,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.5914906,1.6261842,1.4844938,1.4955907,1.4867237
"Korea, Rep.",KOR,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.1479729,1.1681575,1.1662138,1.1844569,1.1174546
"Korea, Rep.",KOR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.8679972,0.9005342,0.855673,0.932168,0.6393495
Kosovo,XKX,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.3716021,-0.1579456,-0.0237723,0.00925679999999999,-0.0612949999999999
Kosovo,XKX,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.278476699999999,-0.123977499999999,-0.149224599999999,-0.0437530999999999,0.0521362
Kosovo,XKX,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.0844029999999999,0.0010881,-0.0510421999999999,-0.1409249,-0.321890499999999
Kuwait,KWT,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.11216,0.0296612,0.3336204,0.3091212,0.3278963
Kuwait,KWT,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.146885,0.1194986,0.2236666,0.1910577,0.2308269
Kuwait,KWT,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.1554026,0.1542148,0.1041664,0.2906988,0.2939367
Kyrgyz Republic,KGZ,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.586251299999999,-0.842252799999999,-0.9984392,-1.0041023,-0.8885033
Kyrgyz Republic,KGZ,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.729520899999999,-0.879262,-0.9265186,-0.973899499999999,-0.936093699999999
Kyrgyz Republic,KGZ,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.5068231,-0.3876484,-0.422477,-0.509667299999999,-0.5045251
Lao PDR,LAO,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.765948,-0.7431648,-0.710403999999999,-0.753464199999999,-0.5819014
