Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Lao PDR,LAO,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.875201399999999,-0.7575675,-0.8397916,-0.8447129,-0.742416699999999
Lao PDR,LAO,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.5456553,0.583086,0.7033051,0.7378068,0.5576599
Latvia,LVA,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.7965198,0.8795712,0.7275574,0.6374221,0.7431802
Latvia,LVA,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.9229434,0.9839815,1.0087817,1.0727082,1.0913835
Latvia,LVA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.726286,0.8069842,0.7798656,0.8394628,0.6201402
Lebanon,LBN,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.9492217,-1.0567104,-1.0420809,-1.16583329999999,-1.1301199
Lebanon,LBN,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.918424399999999,-1.0028379,-1.0323318,-1.0665045,-1.0853525
Lebanon,LBN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.3492491,-1.3231817,-1.34257539999999,-1.2764099,-1.3896806
Lesotho,LSO,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.7085808,-0.7136054,-0.747926099999999,-0.7503177,-0.6470887
Lesotho,LSO,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.369226499999999,-0.401743299999999,-0.4650393,-0.442253499999999,-0.406586499999999
Lesotho,LSO,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.1451933,-0.1334002,-0.128161,-0.1357263,-0.2588663
Liberia,LBR,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-1.3754275,-1.32722149999999,-1.33159689999999,-1.2153121,-1.24629299999999
Liberia,LBR,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.855358499999999,-0.8429491,-0.858746399999999,-0.8997457,-0.868004
Liberia,LBR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.220102599999999,-0.2103506,-0.2807974,-0.174047999999999,-0.228549
Libya,LBY,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-1.6327551,-1.4589466,-1.56371599999999,-1.447749,-1.41948799999999
Libya,LBY,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.6334673,-1.56279409999999,-1.7431898,-1.66847289999999,-1.6980126
Libya,LBY,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-2.2231779,-2.2069296,-2.00397249999999,-2.0418754,-1.8964767
Liechtenstein,LIE,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.7216059,1.5136251,1.5173885,1.6939974,1.6931644
Liechtenstein,LIE,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.6347175,1.6323677,1.7279582,1.7276012,1.7275435
Liechtenstein,LIE,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.6427344,1.5846135,1.5871411,1.5875521,1.5823538
Lithuania,LTU,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.9591268,0.9787009,0.9431482,0.9448653,1.2014922
Lithuania,LTU,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.1400782,1.2107283,1.228331,1.3288838,1.3742358
Lithuania,LTU,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.1506312,1.0111257,0.963939,0.9517926,0.9394441
Luxembourg,LUX,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.9824291,1.9512038,1.9655271,2.1455984,2.0397137
Luxembourg,LUX,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.796841,1.7333366,1.7477473,1.7286548,1.7617682
Luxembourg,LUX,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.2105167,1.1450494,1.0244114,1.0156548,1.0730532
"Macao SAR, China",MAC,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.1144754,1.1162482,1.1159813,1.1169207,1.1159269
"Macao SAR, China",MAC,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.8569176,0.7814373,0.7797993,0.7793536,0.8520978
"Macao SAR, China",MAC,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.0596983,0.9688675,0.9728177,0.9734599,1.053872
Madagascar,MDG,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.9069144,-0.9458829,-0.9182243,-0.9548243,-0.8631928
Madagascar,MDG,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.858634599999999,-0.893154,-0.9669241,-0.955411599999999,-0.8827065
Madagascar,MDG,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.574674,-0.4612648,-0.525026099999999,-0.840940199999999,-0.4805584
Malawi,MWI,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.7484164,-0.6797637,-0.781456199999999,-0.7685413,-0.7257604
Malawi,MWI,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.262679899999999,-0.2454536,-0.215452999999999,-0.1343556,-0.1463001
Malawi,MWI,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.0766165999999999,-0.102843499999999,-0.166924,-0.242439899999999,-0.3802084
Malaysia,MYS,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.8675226,0.8036415,0.7857271,0.7474758,0.9147725
Malaysia,MYS,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.3499706,0.3016338,0.2952941,0.3016843,0.3451357
Malaysia,MYS,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.1400704,0.196108,0.2483001,0.2281849,0.3847799
Maldives,MDV,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.0983054999999999,0.1471021,-0.2212354,-0.220344899999999,-0.221286999999999
Maldives,MDV,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.3114817,-0.1352825,0.1059573,0.096589,0.0443492
Maldives,MDV,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.2036825,0.4430279,0.2721525,0.0832571999999999,-0.0544563
Mali,MLI,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-1.12240539999999,-1.1810763,-1.20601619999999,-1.2258828,-1.2871409
Mali,MLI,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.8335984,-0.882688199999999,-1.0213887,-1.0366418,-1.0943496
Mali,MLI,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-2.0594968,-2.3319481,-2.4680844,-2.5578431,-2.49096199999999
Malta,MLT,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.0778299,1.0227164,0.9128888,0.7610244,0.622496
Malta,MLT,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.9438011,0.8666429,0.8543614,0.7940278,0.72718
Malta,MLT,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.9914658,0.9318346,0.9316852,0.9382841,0.8049169
Marshall Islands,MHL,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.21495,-0.212893199999999,-0.1660294,-0.1651389,-0.2909441
Marshall Islands,MHL,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.7858463,0.7827543,0.836255,0.8357983,0.8357246
Marshall Islands,MHL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.0394581,1.004613,1.2819745,1.2823827,1.2772187
Martinique,MTQ,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.109205,1.1121142,1.214283,0.9540388,0.9528002
Martinique,MTQ,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.6485582,0.6399761,0.8013243,0.8002751,0.8001056
Martinique,MTQ,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.4960318,0.4938604,0.497598,0.3379886,0.1257476
Mauritania,MRT,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.9008005,-0.848290299999999,-0.87695,-0.818757699999999,-0.741247299999999
Mauritania,MRT,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.7061772,-0.8740834,-0.8487425,-0.8540015,-0.863509899999999
Mauritania,MRT,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.6263455,-0.5222228,-0.2992865,-0.504269499999999,-0.5595872
Mauritius,MUS,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.8319144,0.738763,0.7319597,0.823778,0.7653533
Mauritius,MUS,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.9547352,0.7212842,0.6838381,0.6633408,0.638614
Mauritius,MUS,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.928832,0.9264413,0.8607357,0.8348296,0.7903521
Mexico,MEX,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.0462657999999999,-0.0457428999999999,-0.0874176,-0.0748651999999999,-0.2199329
Mexico,MEX,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.986665199999999,-1.0248188,-1.0822517,-1.0777054,-1.15386449999999
Mexico,MEX,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.7772933,-0.736204699999999,-0.5890439,-0.5984727,-0.7154541
"Micronesia, Fed. Sts.",FSM,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.1389059,0.1409627,-0.0852637,-0.0843730999999999,-0.1847801
"Micronesia, Fed. Sts.",FSM,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.6699225,0.8844429,0.9774711,0.9770145,0.9769408
"Micronesia, Fed. Sts.",FSM,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.1206831,1.2268624,1.5042238,1.5046321,1.499468
Moldova,MDA,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.2721944,-0.210143599999999,-0.133791,-0.0336705,0.2576379
Moldova,MDA,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.377801599999999,-0.2519381,-0.1948034,-0.1938657,-0.161332199999999
Moldova,MDA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.149089399999999,-0.0451684,-0.2465629,-0.2678685,-0.3449915
Monaco,MCO,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.7976151,1.8005243,1.7371134,1.7382842,1.7370456
Monaco,MCO,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.379704,1.3737068,1.3462901,1.3454922,1.3453634
Monaco,MCO,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.2062355,1.2044193,1.3786309,1.3791391,1.2387076
Mongolia,MNG,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.311666999999999,-0.3519979,-0.2986908,-0.363902299999999,-0.3892189
Mongolia,MNG,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.1742243,-0.1731689,-0.1500746,-0.1575492,-0.09977
Mongolia,MNG,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.7498288,0.7338327,0.6315013,0.6432601,0.4203821
Montenegro,MNE,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.0904093,-0.0246248999999999,0.0193238,0.2766963,0.3664948
Montenegro,MNE,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.1134367,0.0178112,-0.0546103999999999,0.1276478,0.1813833
Montenegro,MNE,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.0295754,-0.0332398999999999,0.0236518,0.262079,0.3318563
Morocco,MAR,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.0577221999999999,-0.1241745,-0.1200179,-0.0188320999999999,0.1763559
Morocco,MAR,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.314662899999999,-0.4447944,-0.4491939,-0.3934002,-0.3678036
Morocco,MAR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.409449199999999,-0.4686437,-0.492008,-0.534977199999999,-0.4408003
Mozambique,MOZ,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.8223436,-0.8185849,-0.7706816,-0.777969199999999,-0.7157933
Mozambique,MOZ,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.0406476,-1.0487663,-1.0728381,-1.1016921,-1.1949508
Mozambique,MOZ,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.34575129999999,-1.2675269,-1.3208653,-1.41840379999999,-1.7581974
Myanmar,MMR,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-1.318284,-1.54162579999999,-1.6445781,-1.5813496,-1.5583075
Myanmar,MMR,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.1631619,-1.5648147,-1.65875779999999,-1.7242442,-1.811602
Myanmar,MMR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.5318775,-2.09394989999999,-2.2412758,-2.2086828,-2.0903985
Namibia,NAM,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.1498863,0.1596202,0.165395,0.1539385,0.0993430999999999
Namibia,NAM,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.2186834,0.2859049,0.3187607,0.3088084,0.3278567
Namibia,NAM,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.5126308,0.5136089,0.3736395,0.4150583,0.5467327
Nauru,NRU,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.0456897,-0.0429212999999999,-0.0433382,-0.0418711,0.0100272
Nauru,NRU,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.214808,0.2100341,0.3476922,0.3470294,0.2518105
Nauru,NRU,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.7590998,0.7572142,0.9276426,1.0356891,1.1047052
Nepal,NPL,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-1.0263856,-0.9460782,-0.954515799999999,-0.844047999999999,-0.8845295
Nepal,NPL,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.3725321,-0.3560122,-0.3340683,-0.3365421,-0.303653399999999
Nepal,NPL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.250305599999999,-0.2520173,-0.3755496,-0.312959,-0.414613399999999
Netherlands,NLD,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,2.0397583,1.8535742,1.7650127,1.7511282,1.7519974
Netherlands,NLD,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.8319749,1.7767646,1.7289109,1.7174805,1.7069218
Netherlands,NLD,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.7092891,0.732977,0.6252296,0.6084395,0.4281196
Netherlands Antilles,ANT,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,..,..,..,..,..
Netherlands Antilles,ANT,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,..,..,..,..,..
Netherlands Antilles,ANT,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,..,..,..,..,..
New Caledonia,NCL,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,..,..,..,..,..
New Caledonia,NCL,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.0460544,1.1043988,1.0881945,1.0855574,1.0851316
New Caledonia,NCL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.0443731,1.1123709,1.1152109,1.1167211,1.0976197
New Zealand,NZL,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.6915539,1.6029686,1.656508,1.7271046,1.8491848
New Zealand,NZL,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.7666346,1.7303956,1.7220184,1.7075544,1.6674536
New Zealand,NZL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.4605501,1.3569818,1.2327589,1.2849613,1.1506563
Nicaragua,NIC,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.7981834,-0.7550562,-0.9210621,-0.936770799999999,-1.0529768
Nicaragua,NIC,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-1.3373983,-1.474372,-1.49475349999999,-1.5960126,-1.6197013
Nicaragua,NIC,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.5232726,-0.4075357,-0.168460299999999,-0.0652355999999999,-0.0694255
Niger,NER,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.657380699999999,-0.639504699999999,-0.644957,-0.611528899999999,-0.7696662
Niger,NER,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.5192429,-0.598975199999999,-0.665473,-0.804084799999999,-0.9457241
Niger,NER,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.502479,-1.4793091,-1.299076,-1.65337929999999,-1.7634214
Nigeria,NGA,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.984177499999999,-1.0500622,-1.05684699999999,-0.8677545,-1.0065889
Nigeria,NGA,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.8413031,-0.926327599999999,-0.9998212,-0.934848799999999,-1.0069453
Nigeria,NGA,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-2.0090379,-2.0135756,-1.9526169,-1.9559706,-2.0025617
Niue,NIU,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,..,..,-1.3275705,-1.3207847,-1.3279634
Niue,NIU,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.3948578,1.3790918,0.9849264,0.9825141,0.9821246
Niue,NIU,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.3898044,1.3844083,1.3936962,1.3952064,1.4364773
North Macedonia,MKD,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.0922934,-0.0787865,0.0111046,0.022351,-0.0323427
North Macedonia,MKD,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.1729781,-0.117091,-0.1802257,-0.2738806,-0.224929699999999
North Macedonia,MKD,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.0891281999999999,0.0908151,0.3218511,0.2173102,0.1558087
Norway,NOR,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.9498703,1.9916736,1.8212872,1.7870167,1.843057
Norway,NOR,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,2.0591873,2.0582629,1.9409153,1.9859646,1.9494549
Norway,NOR,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.2049763,1.0721678,0.9197731,0.9361906,0.9032646
Oman,OMN,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.1018136,0.102771,0.4468675,0.4719959,0.5675096
Oman,OMN,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.2562542,0.2255117,0.3524322,0.3443083,0.4493583
Oman,OMN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.468834,0.3902352,0.4399615,0.5521576,0.6272361
Pakistan,PAK,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.614966799999999,-0.5170351,-0.682084,-0.6585378,-0.6003273
Pakistan,PAK,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.812966099999999,-0.8231206,-0.9108794,-1.0042887,-1.017096
Pakistan,PAK,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-1.5881564,-1.6496402,-1.7555938,-1.9403838,-2.0634311
Palau,PLW,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.0189645999999999,-0.0161962,-0.0433382,-0.0418711,0.0100272
Palau,PLW,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.1608966,1.1551047,1.171936,1.17116,1.1710347
Palau,PLW,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,1.1429587,1.1404301,1.2446282,1.2451365,1.2387076
Panama,PAN,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.2314559,0.2101815,0.0399223,0.0311824,0.2451472
Panama,PAN,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.2397538,-0.230409999999999,-0.214656799999999,-0.227944099999999,-0.2634275
Panama,PAN,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.3368353,0.3538332,0.428471,0.3693808,0.264681
Papua New Guinea,PNG,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.886045099999999,-0.9081302,-1.0845367,-1.0841072,-0.900446699999999
Papua New Guinea,PNG,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.6603549,-0.6493713,-0.5458926,-0.510767499999999,-0.571332899999999
Papua New Guinea,PNG,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.768714799999999,-0.747625099999999,-0.6856785,-0.530809,-0.653875
Paraguay,PRY,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.6074736,-0.5769998,-0.495784199999999,-0.337846,-0.3545101
Paraguay,PRY,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.3727181,-0.5280024,-0.540378799999999,-0.580114999999999,-0.5835849
Paraguay,PRY,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.0082817,-0.0550381999999999,-0.0659073999999999,0.00238379999999999,-0.0738359
Peru,PER,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.106299499999999,-0.0563454,-0.0885376,-0.197054099999999,-0.2004128
Peru,PER,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.4320888,-0.5208197,-0.487251699999999,-0.4787644,-0.5057749
Peru,PER,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.2963963,-0.334168099999999,-0.6566212,-0.7239502,-0.6544223
Philippines,PHL,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.1815124,0.1562797,0.0357929,0.1018162,0.1445214
Philippines,PHL,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,-0.6331335,-0.6736731,-0.6321996,-0.601158699999999,-0.5739681
Philippines,PHL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,-0.9415427,-1.0935816,-0.899042399999999,-0.709066,-0.7741477
Poland,POL,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.6765763,0.5887761,0.515427,0.6341038,0.6734027
Poland,POL,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.460073,0.4098572,0.3545463,0.3564347,0.5769112
Poland,POL,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.5545247,0.5651963,0.537484,0.5055901,0.498655
Portugal,PRT,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.0987347,1.1677599,1.0219923,0.9658494,0.9474847
Portugal,PRT,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,1.1830529,1.1690784,1.1256864,1.0824285,1.0721547
Portugal,PRT,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.9830461,0.9584396,0.8869409,0.7890296,0.536927
Puerto Rico (US),PRI,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,-0.3930492,-0.3916752,-0.5483655,-0.3079002,-0.2552121
Puerto Rico (US),PRI,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.515317,0.5130714,0.4254537,0.5366948,0.546037
Puerto Rico (US),PRI,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.3722414,0.4249881,0.3070682,0.2902359,0.4382506
Qatar,QAT,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,0.9642748,1.1277682,1.189094,1.1464253,1.1342702
Qatar,QAT,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.4786325,0.5003341,0.5977458,0.5728637,0.589593
Qatar,QAT,Political Stability - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_PV.EST,0.8905079,0.9259515,0.9163182,1.0147153,0.9511752
Reunion,REU,Government Effectiveness - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_GE.EST,1.109205,1.1121142,1.1116761,0.7690129,0.767382
Reunion,REU,Rule of Law - Governance estimate (approx. -2.5 to +2.5),GOV_WGI_RL.EST,0.6485582,0.6399761,0.6346996,0.6332641,0.6330323
