Country,Country Code,gdp_per_capita,inflation,unemployment_rate,life_expectancy,secondary_enrollment,electricity_access,drinking_water_access,sanitation_access,government_effectiveness,political_stability,rule_of_law,forest_area,pm25_exposure,renewable_energy,gdp_per_capita_normalised,life_expectancy_normalised,secondary_enrollment_normalised,electricity_access_normalised,drinking_water_access_normalised,sanitation_access_normalised,government_effectiveness_normalised,political_stability_normalised,rule_of_law_normalised,forest_area_normalised,renewable_energy_normalised,inflation_normalised,unemployment_rate_normalised,pm25_exposure_normalised
Cyprus,CYP,38674.29296875,1.80023018624815,4.9,81.821,106.741279602051,100.0,99.7211088299984,99.477676242612,0.8696373,0.3858613,0.6891912,18.6655844155844,13.508701890821,15.6,0.13362499043357812,0.8532421065846463,0.6662000768743206,1.0,0.9956639136775249,0.9941732433556605,0.6833244072069079,0.7238598728122682,0.6848432665318909,0.19762903105879895,0.16199376947040497,0.9392834933045743,0.8617912091096109,0.8926358543850513
Czechia,CZE,31823.3078290564,2.43531202435314,2.6,79.9780487804878,97.6154174804688,100.0,98.7341483522106,99.0700543925256,1.1773279,0.9719006,1.1881307,34.7623883740408,14.1110711384133,17.2,0.10981882835105448,0.7954004387824931,0.6073989511615981,1.0,0.9803190541449172,0.9896260381217913,0.752429964420219,0.8591126778561856,0.8028873972515947,0.368060114202229,0.1786085150571132,0.9365482045570227,0.9284327644655638,0.8851275590320067
Denmark,DNK,71026.4832271897,1.37220049768925,5.358,82.2536585365854,125.628089904785,100.0,99.9999997876119,99.5972261435858,1.9128986,0.7688761,2.0043149,15.7815,9.06983927345931,39.5,0.2460440760559859,0.8668212458911997,0.7878944102016864,1.0,0.9999999966978763,0.9955068763179301,0.9176349563611014,0.8122563780864622,0.9959884734264757,0.16709268160124663,0.4101765316718588,0.9411270112899517,0.8485208472169907,0.9479645281112679
Djibouti,DJI,3552.72335079222,2.1120116728497,26.007,66.202,92.65956406180274,65.2,79.661532568521,67.0234840121481,-0.4930443,-0.5563593,-1.01039869999999,0.260724762726488,35.9243304831101,26.9,0.011582720326547254,0.3630343355721549,0.5754666519440108,0.6321353065539113,0.6837857919659642,0.6321321193578127,0.37727387699140474,0.506403502360384,0.2827371748604811,0.0027605233826833715,0.2793354101765317,0.9379406547272017,0.2502245530669603,0.6132338751708438
Dominica,DMA,10405.2787777582,2.56921890367725,5.1895,71.294,102.585807800293,100.0,96.9953113262366,92.9912822357176,0.1490422,1.2341643,0.3974621,63.8266666666667,20.6672998234563,8.9,0.035394338925551404,0.5228485343041868,0.6394249167244671,1.0,0.9532843242705512,0.9218145982760696,0.5214828497765488,0.9196408729553819,0.6158230586406703,0.6757893033616729,0.09241952232606439,0.9359714694683169,0.8534030655115464,0.8034067514606268
Dominican Republic,DOM,10875.6618443092,3.30223338951227,5.312,73.868,76.3648403372637,99.6,97.4571299883182,90.1198237574984,0.0746487,0.5893402,-0.1822626,44.9887775472934,19.8267440369685,14.8,0.03702885064829737,0.6036344234511328,0.47047404024163464,0.9957716701902748,0.9604644927359217,0.8897821863280132,0.5047744931658872,0.7708210441744119,0.47866595188075034,0.4763359301928973,0.1536863966770509,0.9328143861530711,0.8498536783241097,0.8138839481815536
Ecuador,ECU,6874.705739766,1.54732515615369,3.453,77.579,92.8118025876465,98.7,92.0708709697554,91.204340143216,-0.2196127,-0.7210909,-0.9650369,49.5450958286359,16.6570210758922,18.9,0.02312611876847349,0.7201054547737115,0.5764475780830643,0.9862579281183933,0.8767211312678467,0.9018804548195248,0.43868505782607176,0.4683848729282408,0.2934693262513409,0.5245776968093978,0.19626168224299065,0.9403727517930246,0.9037174398052908,0.853393296100982
"Egypt, Arab Rep.",EGY,3338.47371395895,28.2705899322082,6.817,71.806,84.8286031306453,100.0,97.2982426280194,97.086129419198,-0.0970579,-0.9779235,-0.751539899999999,0.0451855944547692,54.8587056496436,6.1,0.010838234464065474,0.5389178331554829,0.5250090281020484,1.0,0.9579941767707305,0.9674944619552857,0.4662101682557238,0.4091101287656524,0.34398059620744725,0.0004784198046569594,0.06334371754932502,0.8252760177124355,0.8062469214498885,0.37722434838319674
El Salvador,SLV,5579.65969165029,0.853782292567288,3.261,72.302,62.1425847697468,98.3,91.6199927341916,88.0411163426053,-0.1831795,0.0061325999999999,-0.7133592,27.5279922779923,20.0287144500145,21.9,0.01862602491377377,0.5544849664176764,0.37883506669564393,0.9820295983086681,0.8697110600980829,0.8665932693583241,0.44686774714795546,0.6362217710148628,0.35301377065398776,0.2914631719943062,0.22741433021806853,0.943359831373781,0.9092805609480487,0.8113664665541512
Equatorial Guinea,GNQ,6745.40013244916,2.92140227309103,8.293,63.906,92.65956406180274,66.9,97.0965711084738,92.9912822357176,-1.1825117,-0.1409375,-1.54035759999999,86.3935828877005,35.3790521811967,4.2,0.022676800869923575,0.29097357353587344,0.5754666519440108,0.6501057082452433,0.9548586701229961,0.9218145982760696,0.22242342378479768,0.6022792631265873,0.1573541621551922,0.914725180613088,0.04361370716510904,0.9344546205369937,0.763480427664938,0.6200305543783845
Eritrea,ERI,8074.625991382481,3.117463837096035,5.947,68.893,44.0441284179688,54.4,97.0965711084738,92.9912822357176,-1.45617889999999,-0.7086146,-1.8026292,8.63010013352237,32.3515206386852,80.7,0.027295664521912687,0.4474923105894169,0.2622203739719485,0.5179704016913319,0.9548586701229961,0.9218145982760696,0.16095932853129966,0.47126429513007856,0.09530330622082125,0.0913744937932091,0.8380062305295951,0.93361018607568,0.8314548141280098,0.6577675422852123
Estonia,EST,31428.3547816104,3.5194118998392,7.6,79.2951219512195,108.538726806641,100.0,99.9999970212441,99.0214935273124,1.2969908,0.6995763,1.4864478,57.0652937046572,6.14573290973003,38.0,0.10844642481042928,0.773966541686633,0.6777816587162293,1.0,0.9999999536875165,0.9890843198100474,0.7793055705721805,0.7962625832351913,0.8734662605172272,0.6042006749341894,0.39460020768431986,0.9318790012942003,0.7835598180395793,0.9844123619114704
Eswatini,SWZ,3909.55892378182,3.117463837096035,34.643,64.264,92.65956406180274,86.4,80.3737107191052,64.4605026249554,-0.7811414,-0.7327829,-0.8598771,29.1389534883721,18.7831211422857,64.7,0.012822671269979097,0.30220952859205313,0.5754666519440108,0.8562367864693446,0.6948584477904427,0.6035409082250391,0.3125689083409519,0.46568646038735234,0.3183490905868123,0.30851984142357153,0.671858774662513,0.93361018607568,0.0,0.8268922964028453
Ethiopia,ETH,1133.88279681719,21.037746057771,3.357,67.603,92.65956406180274,55.4,55.5960696159493,10.3577188356734,-0.645991,-1.88497389999999,-1.04892419999999,14.9308975782695,27.3053276470482,90.6,0.0031776064479487427,0.4070052099679868,0.5754666519440108,0.5285412262156448,0.3096257755262936,0.0,0.3429229188294163,0.19977073648222368,0.2736224241581576,0.1580866023550746,0.940809968847352,0.8564277768645756,0.9064990003766698,0.7206663498540192
Fiji,FJI,6425.74151715712,3.89084237884105,5.361,67.463,98.0927630329298,99.3,95.5603898762947,92.7542897592228,0.6089609,0.6984398,0.3057786,63.4953475643131,12.4187981716598,28.4,0.02156603436677835,0.4026112610633355,0.6104746557322696,0.9926004228329809,0.9309747499915108,0.9191708405155953,0.6247779716825208,0.7960002888584619,0.5941316530517363,0.6722813353435516,0.2949117341640706,0.9302792553264319,0.8484339234491352,0.906221074849996
Finland,FIN,53149.7671934051,1.56568906231615,8.4,82.3365853658537,142.395156860352,100.0,99.9999966968731,99.4479455340914,1.8171611,0.8325695,2.0212705,73.7235162521384,4.89518090216668,50.2,0.18392512663106292,0.8694239333956969,0.8959304947658258,1.0,0.9999999486443283,0.9938415839184569,0.8961328588524049,0.8269562642763206,1.0,0.7805759926269931,0.5212876427829699,0.9402936587015939,0.7603801466114218,1.0
France,FRA,46103.0840855884,1.99904942291462,7.4,82.9804878048781,103.78540802002,100.0,99.9999974759961,98.6443761623837,1.2007009,-0.241365399999999,0.97866,32.4764820484275,9.60038144780495,16.2,0.1594389429964027,0.8896330363717938,0.6471543610646745,1.0,0.9999999607578155,0.9848774058400939,0.757679407168053,0.5791013718492107,0.7533287098902055,0.3438572046032695,0.16822429906542055,0.9384271815850117,0.7893547358966188,0.9413515289281991
French Polynesia,PYF,22439.8838746025,3.117463837096035,11.613,84.192,92.65956406180274,100.0,100.0,97.5098895490704,0.0100272,1.0303397,1.0171948,43.0596369922213,20.0287144500145,7.0,0.07721281520200902,0.9276567698198479,0.5754666519440108,1.0,1.0,0.9722216969650193,0.4902608721275455,0.8725999170212756,0.7624456608801705,0.45591041496730317,0.07268951194184839,0.93361018607568,0.6672847912380843,0.8113664665541512
Gabon,GAB,8230.04311451151,1.17311998381218,20.091,68.511,92.65956406180274,94.1,88.5995009085574,57.4015026293834,-0.5671547,-0.276887,-1.155705,91.1823650405558,29.9548734558765,91.3,0.02783571608357389,0.43550310714958246,0.5754666519440108,0.9376321353065539,0.822749683399763,0.524794585575888,0.3606291030291798,0.5709032935980625,0.24835914732087422,0.9654282475918151,0.9480789200415368,0.941984448326869,0.42163822327818506,0.6876408052007683
"Gambia, The",GMB,871.340291776294,11.5610532897511,6.48,66.057,107.027125590442,66.9,87.1034800376148,48.1711442175538,-0.5358243,-0.0180453,-0.394193399999999,22.2792391304348,58.3640402179659,47.7,0.0022653099969838996,0.358483459920909,0.6680418826866292,0.6501057082452433,0.799490160207995,0.42182578232880097,0.36766573251905016,0.6306417206751137,0.4285252292906742,0.23588998576433018,0.4953271028037384,0.8972437623597904,0.8160113580389998,0.3335317340019012
Georgia,GEO,9241.49122313713,1.10971758022096,11.557,74.657,100.959315536762,100.0,97.2900166595814,90.6806864880112,0.4562672,-0.6127592,0.1489667,40.6159159591308,17.0438421058507,25.2,0.031350348960602785,0.628397464063775,0.6289448574397148,1.0,0.9578662827637854,0.8960388625663684,0.5904838358803152,0.49338689292958904,0.557031514814525,0.4300365816495285,0.2616822429906542,0.9422575216076736,0.6689073682380552,0.8485717243602163
Germany,DEU,56103.7323182554,2.2564981433876,3.4,80.7926829268293,100.243698120117,100.0,100.0,99.2269528917777,1.5462994,0.1242671,1.6257844,32.6789342643734,10.2876894329414,17.6,0.19418971940340304,0.8209680160325561,0.6243338838004308,1.0,1.0,0.9913763115108015,0.8352988629284321,0.6634861925262882,0.9064319163220674,0.34600074505623757,0.18276220145379027,0.9373183534845538,0.9052530930374063,0.932784505675373
Ghana,GHA,2390.77237652715,22.8483281157842,2.82,65.695,75.7174682617188,89.5,89.9220116872755,31.5789404731982,0.0595796,0.0114605,0.0539695,35.1921958573042,54.2427873097724,39.0,0.007545112207237037,0.3471219634674532,0.46630279523597135,0.8890063424947146,0.8433115423460055,0.23673228036916408,0.501390059087618,0.6374514042834738,0.534556120714026,0.37261086571195645,0.40498442367601245,0.8486296248270685,0.9220583548228205,0.38490152783349957
Greece,GRC,24626.1481858973,2.74101875679477,10.02,81.8390243902439,105.191741943359,100.0,100.0,99.0072631280035,0.1912731,0.1394204,0.2983017,30.2699767261443,14.4089280374361,21.5,0.08480976096800855,0.8538078083687122,0.656215863059621,1.0,1.0,0.9889255732997616,0.5309676695146872,0.6669834431896344,0.592362692765012,0.3204949835680243,0.2232606438213915,0.9352315298623196,0.7134413119694029,0.881414890133745
Greenland,GRL,58498.9707973609,3.117463837096035,5.1895,70.2734146341463,92.65956406180274,100.0,100.0,92.9912822357176,1.3528493,1.2405187,1.5744958,0.0005359970763795,6.55624754182179,11.7,0.20251281955574596,0.4908171060870726,0.5754666519440108,1.0,1.0,0.9218145982760696,0.7918510716944108,0.9211074135515007,0.8942975429104,5.675074538078057e-06,0.12149532710280374,0.93361018607568,0.8534030655115464,0.9792954587547913
Grenada,GRD,11705.0902976658,1.08615365134737,5.1895,75.367,100.731679432948,94.4,97.0965711084738,92.6192396904393,0.0201444,1.1992639,0.5408822,52.0588235294118,24.6572416056476,10.0,0.039910992091293875,0.6506810620802211,0.6274781183000266,0.9408033826638479,0.9548586701229961,0.9176642962038108,0.4925331376547943,0.9115861622949284,0.6497548299921729,0.5511927525606243,0.10384215991692627,0.9423590111254473,0.8534030655115464,0.7536736990813954
Guam,GUM,41833.1517132825,3.117463837096035,5.252,77.422,92.65956406180274,100.0,99.5293013959399,90.3765791487569,1.269394,0.9927487,1.0346735,51.8518518518518,9.57510553293178,6.7,0.1446015582898472,0.7151779549306383,0.5754666519440108,1.0,0.9926817698134315,0.8926464082992037,0.7731074863885742,0.8639242391368643,0.7665809477187762,0.5490013605751344,0.0695742471443406,0.93361018607568,0.8515921536812217,0.9416665832490242
Guatemala,GTM,6150.02571438505,2.86992752918294,2.613,72.746,49.5765804970836,100.0,93.1845373918033,71.1696950985045,-0.9093696,-0.209766899999999,-0.962274,32.5961179544606,21.6357355920496,62.1,0.020607962650715836,0.5684200615152846,0.2978679002954385,1.0,0.8940359632161439,0.6783849704957241,0.2837695845674603,0.5863940325294419,0.2941230009529139,0.3451238956247102,0.6448598130841122,0.9346763215514882,0.9280560948048562,0.7913355811442219
Guinea,GIN,1694.95375862193,8.12313914948596,5.132,60.904,92.65956406180274,51.1,74.1924841600776,32.6496371481415,-0.8881627,-1.0377627,-1.1479306,24.6988442129253,43.7674450148382,66.6,0.005127245220208355,0.196754754880422,0.5754666519440108,0.48308668076109945,0.5987552547830566,0.24867638376587,0.288532533585945,0.3952997586222439,0.25019849315311893,0.2615084822094934,0.6915887850467289,0.9120508113079623,0.8550691043954454,0.515472542520892
Guinea-Bissau,GNB,1007.74151728028,3.76555825770114,2.647,64.254,92.65956406180274,40.5,61.8077030171668,28.9416006403664,-1.3676142,-0.618439499999999,-1.23482809999999,69.5124466571835,50.2127655060307,87.4,0.0027392841213458126,0.30189567509886406,0.5754666519440108,0.3710359408033827,0.4062017217317409,0.20731156730188732,0.18085045599157645,0.4920759287869269,0.22963940763430493,0.735989678839933,0.9075804776739357,0.9308188523141578,0.9270709587691596,0.4351341618908457
Guyana,GUY,29675.2443873316,2.90395226446373,11.874,70.319,91.4304496450171,98.9,95.6442641595321,91.3087218189458,-0.0982402,0.2164983,-0.334222099999999,87.0878369802027,25.460668047299,12.1,0.10235462496795808,0.49224781871822243,0.5675470372956798,0.9883720930232559,0.932278793186392,0.9030448794010284,0.46594463040603556,0.6847723562913574,0.4427138432942369,0.9220758619823388,0.1256490134994808,0.934529777484302,0.6597224234346478,0.7436593050158349
Haiti,HTI,2142.62330526788,26.9490564091987,14.609,65.119,92.65956406180274,51.3,73.3157500565915,29.1081189443114,-2.0156868,-1.2013046,-1.6033955,12.2630624092888,21.3502554448061,76.7,0.006682830814040192,0.32904400225974517,0.5754666519440108,0.48520084566596194,0.5851241500243374,0.20916915394272423,0.035297039222655716,0.35755570166699907,0.14244002104610623,0.1298398747021202,0.7964693665628245,0.8309678444316283,0.5804769217396344,0.7948939787076806
Honduras,HND,3426.43483328923,4.60621098127107,4.91,73.044,51.7639813154374,95.6,95.7293716551666,87.6717912057898,-0.6196728,-0.5671583,-1.1768036,56.2732147645008,20.3136833896573,45.9,0.011143886369746078,0.5777728956123281,0.3119620898405502,0.9534883720930232,0.9336020098653524,0.8624732812007438,0.34883383673152757,0.5039111865009028,0.2433674280915834,0.5958142354860629,0.4766355140186916,0.9271981725884699,0.8615014632167589,0.8078144409920325
"Hong Kong SAR, China",HKG,54074.6928519479,1.72972119105914,2.988,85.3926829268293,107.160326941213,100.0,100.0,94.834373461349,1.6374532,0.6310985,0.9209804,32.4330584816998,20.0287144500145,0.4,0.18713910676568332,0.9653406228996703,0.6689001456394813,1.0,1.0,0.942375110588923,0.8557714875101083,0.7804584988790119,0.7396822893477144,0.3433974409427036,0.004153686396677052,0.9395871745777109,0.9171906238229074,0.8113664665541512
Hungary,HUN,23292.3263882478,3.70370370370369,4.5,76.7243902439025,107.350929260254,100.0,100.0,97.9736275561386,0.501908,0.4363288,0.1923364,22.4484341442034,14.1364995764273,15.3,0.0801749271073899,0.6932832290472194,0.6701282631338888,1.0,1.0,0.9773949031914216,0.6007344997473987,0.7355073355994122,0.5672923551289806,0.23768140283901606,0.15887850467289721,0.9310852590280372,0.8733810448236897,0.8848106035703213
Iceland,ISL,86040.5309851288,5.85683849970066,3.6,82.809756097561,108.911361694336,100.0,100.0,98.7780018629454,1.645973,1.2056034,1.6278886,0.528744421303184,5.10554827500189,82.4,0.2982156757824793,0.8842745620978284,0.6801826758019992,1.0,1.0,0.9863680606831668,0.8576849860906499,0.9130492640998344,0.9069297491452061,0.0055982842719163785,0.8556593977154726,0.9218117370564035,0.8994581751803669,0.9973778535770141
India,IND,2694.73780859961,4.95303550973656,4.173,72.235,78.1058073224606,99.5,95.7247373523918,83.380872478201,0.4046051,-0.785762499999999,-0.0392287,24.5390304689576,48.3948115195574,34.9,0.008601347215174152,0.5523821480133074,0.4816917002494668,0.9947145877378436,0.9335299576133003,0.8146061511829015,0.578880822309833,0.45345922663339666,0.5125063521476145,0.2598163929254394,0.3624091381100727,0.925704404111454,0.882855735519949,0.4577942421045109
Indonesia,IDN,4925.43048751861,2.18151273615189,3.301,71.288,98.836444459078,99.4,89.008759557411,88.2031685658499,0.179804,-0.609127499999999,-0.206598099999999,47.7220336902463,17.8814994983985,20.2,0.016352675000570513,0.5226602222082731,0.6152664556133722,0.9936575052854123,0.8291126701864674,0.868401034858485,0.5283917749432079,0.4942250578992048,0.4729084142571923,0.5052753274890402,0.20976116303219106,0.9376413146028476,0.9081215773766407,0.8381306549778579
"Iran, Islamic Rep.",IRN,5190.16959024821,32.455871402917,8.146,77.854,85.1469802856445,100.0,97.8520635920898,90.458288016159,-0.7061233,-1.58118839999999,-1.2348012,6.64923611710324,32.2873733599003,0.9,0.017272604304262536,0.7287364258364195,0.5270604436138928,1.0,0.966604759556094,0.8935579074973591,0.32941754655604166,0.26988180413019364,0.22964577190715804,0.07040133659073226,0.009345794392523366,0.8072500679445679,0.7677396922898618,0.6585671128428665
Iraq,IRQ,6073.61032342708,-12.2969837587007,15.293,72.424,92.65956406180274,100.0,98.4076938287767,98.5047513855653,-1.1018847,-2.0642762,-1.3581614,1.90035242899592,38.1750699787954,1.1,0.02034243044685731,0.5583139790345869,0.5754666519440108,1.0,0.9752434721752058,0.9833198286008172,0.24053178901089697,0.1583893154310632,0.20045997368030125,0.02012070990389829,0.011422637590861892,1.0,0.5606583026685598,0.585179294091356
Ireland,IRL,112894.953240805,2.11344999577317,4.3,83.009756097561,130.604965209961,100.0,97.0980337007013,89.7256064199387,1.6115533,0.7099699,1.5913219,11.5259108724053,8.17058601306707,12.7,0.39153082912402476,0.8905516319616156,0.8199621607963513,1.0,0.9548814099112546,0.885384514465591,0.8499545174068001,0.7986613362787234,0.8982784310699922,0.12203500019435196,0.13187954309449637,0.9379344598901398,0.8791759626807291,0.959173365719099
Israel,ISR,54176.6844383302,3.07480889805025,3.595,83.1975609756098,98.5473403930664,100.0,99.9999993081787,99.9200782006513,1.1726244,-1.03750149999999,0.5997177,6.46950092421442,18.5982756348314,6.2,0.18749351247332427,0.896445953662978,0.6134036568659089,1.0,0.9999999892438443,0.9991084363504518,0.751373585095167,0.39536004132457947,0.663674724995393,0.0684983213286906,0.06438213914849429,0.9337939003118604,0.8996030481267929,0.8291963228288253
Italy,ITA,40385.3413957669,0.982373023061417,6.5,83.9512195121951,100.678756713867,100.0,99.9170340740928,99.8849043408577,0.7922891,0.3087035,0.6192043,32.8944947923712,14.6586386239905,17.5,0.13957063114860574,0.9200997901009069,0.6271371186863703,1.0,0.9987100795749267,0.9987160561104942,0.6659524417960483,0.7060525194811561,0.6682850610334952,0.3482830747885528,0.181723779854621,0.9428059928650155,0.8154318662532959,0.8783023460519769
Jamaica,JAM,7753.8006955432,5.41194447981659,3.151,71.606,84.4572372436523,97.7,87.5562621347732,91.6264600288818,0.1712622,0.476823,-0.0776697,56.190757156048,17.413637041591,10.5,0.026180843976080198,0.5326407632916953,0.5226161876322314,0.9756871035940804,0.8065298318424139,0.9065893921667572,0.5264733352879027,0.7448530469501857,0.5034115933061194,0.5949411839437632,0.10903426791277258,0.9237278894849992,0.9124677657694203,0.8439623761760314
Japan,JPN,32487.0778047567,2.73853681635241,2.5,84.0363414634146,101.537071228027,100.0,99.1831679675454,99.9433104207437,2.0879101,1.1343228,1.5115753,68.3957811364628,12.835201662985,8.8,0.11212533103713983,0.9227713722746407,0.6326675397003826,1.0,0.9873002282443522,0.9993676022238616,0.956941542997929,0.8965983177294913,0.8794111774754142,0.7241665545292608,0.09138110072689513,0.9352422195456908,0.9313302233940834,0.9010307693830332
Jordan,JOR,4618.09592498567,1.55659611283953,16.693,77.981,91.7518621587381,100.0,99.2861089236717,96.4147907489487,0.2162114,-0.3501687,0.1685335,1.09804716534901,28.7737639174179,11.5,0.015284732761602544,0.7327223651999245,0.5696180106868134,1.0,0.9889007123037048,0.9600053768770217,0.5365686697319597,0.5539905106441089,0.5616608253761588,0.011625995335222478,0.11941848390446522,0.9403328219100076,0.520093877669284,0.7023628702704774
Kazakhstan,KAZ,14154.6324958076,8.69082156104494,4.833,74.531,97.198884231219,100.0,97.8336528246685,97.9447423331533,0.1467641,-0.2827558,-0.3815477,1.31214516427751,20.0278724259165,2.0,0.04842278965148431,0.6244429100495891,0.6047150815582274,1.0,0.9663185164426914,0.9770726755259705,0.5209712014847659,0.5695488252846886,0.43151707632592,0.013892839980308425,0.020768431983385256,0.9096058109641427,0.8637325065917192,0.8113769620527967
Kenya,KEN,2132.43452097647,4.48978854243448,5.487,63.834,84.3083880306996,76.2,65.5965968528709,40.8849654611543,-0.2978904,-1.3556816,-0.464532,6.21662477880402,24.3917906517518,67.7,0.0066474262925999335,0.28871382838491005,0.5216571000231416,0.7484143763213531,0.46510989992258345,0.3405451783352129,0.42110433200644515,0.32192682441548226,0.4118838150650194,0.06582089819086401,0.7030114226375909,0.9276996024323189,0.8447831251992003,0.7569824406407688
Kiribati,KIR,2288.63471423684,2.45545072159028,5.1895,66.6,90.2786712646484,95.9,79.0683447485722,45.1735078207297,-0.4343103,1.2381638,0.78601,1.45679012345679,11.2568272545112,41.9,0.007190198907378102,0.3755257046010921,0.560125725814643,0.9566596194503172,0.6745631493390069,0.38838579889811353,0.39046519904468363,0.9205639229859397,0.7077496331020359,0.015424323939968074,0.43509865005192105,0.9364614674648277,0.8534030655115464,0.9207045845452071
"Korea, Dem. People's Rep.",PRK,8074.625991382481,3.117463837096035,3.539,73.743,92.65956406180274,57.5,93.9109177513255,84.8184516885649,-1.27131019999999,0.3220654,-1.5256661,49.5507017689561,29.9291062464217,14.7,0.027295664521912687,0.5997112547862656,0.5754666519440108,0.5507399577167019,0.9053294292008169,0.8306429944190595,0.20247978617544102,0.7091363305083626,0.1608300251535464,0.5246370518517575,0.1526479750778816,0.93361018607568,0.9012256251267639,0.6879619833149959
"Korea, Rep.",KOR,36238.639908315,2.32174328643542,2.784,83.6292682926829,96.2539901733398,100.0,100.0,99.7293536055989,1.4867237,0.6393495,1.1174546,64.108606557377,25.9439899531653,3.6,0.12516145557673508,0.9099952386128584,0.5986267982221073,1.0,1.0,0.9969808176355422,0.8219184998465796,0.7823627583619804,0.7861661338776609,0.678774450045394,0.03738317757009346,0.937037343550238,0.9231014400370876,0.7376348878757739
Kuwait,KWT,32717.7186631255,2.89855072463762,2.151,84.580487804878,92.65956406180274,100.0,100.0,100.0,0.3278963,0.2939367,0.2308269,0.350729517396184,53.7151434413218,0.1,0.1129267739749398,0.9398495952820917,0.5754666519440108,1.0,1.0,1.0,0.5616524624991516,0.7026444696771199,0.57639882517889,0.003713483228998477,0.001038421599169263,0.9345530418420891,0.9414423550546173,0.3914784007754457
Kyrgyz Republic,KGZ,2420.18542283831,4.99760701207323,3.491,72.4,91.339996215143,100.0,94.9430591604871,98.5398995968815,-0.8885033,-0.5045251,-0.936093699999999,7.14337851929093,24.3817252281764,27.6,0.0076473182014914,0.5575607306509324,0.5669642141683617,1.0,0.9213767434528247,0.9837119227204634,0.2884560367648304,0.5183663876945372,0.3003169999357188,0.07563325871945403,0.28660436137071654,0.925512435263523,0.9026164054124534,0.7571079021801148
Lao PDR,LAO,2123.97909415109,23.1305695942588,1.174,69.225,51.8523602531839,96.5,95.8635794968398,88.7314131605599,-0.5819014,0.5576599,-0.742416699999999,71.4558058925477,22.3176670505669,49.2,0.006618044932492222,0.4579122465633041,0.3125315462885606,0.9630021141649049,0.9356886187265965,0.8742938411084916,0.35731707815562974,0.7635095047612142,0.34613905472472645,0.7565657397943133,0.5109034267912773,0.8474140146586727,0.9697505287862546,0.7828355741774885
Latvia,LVA,23409.0845154775,1.26579885828729,6.9,76.4292682926829,101.252647399902,100.0,98.7726032777308,92.5346142806387,0.7431802,0.6201402,1.0913835,54.9959826450265,11.6020322023647,44.0,0.08058064436477787,0.6840207235165058,0.6308348973647374,1.0,0.9809169356647193,0.9167202616622817,0.6549228624113261,0.7779294179564307,0.7799979705303884,0.5822910507526596,0.45690550363447563,0.941585281688371,0.8038420305392172,0.9164017408722
Lebanon,LBN,3477.72489842684,45.2430422716718,10.985,77.945,63.7923011779785,100.0,92.6,99.2,-1.1301199,-1.3896806,-1.0853525,14.1867057673509,19.2310172881236,6.8,0.011322111775142847,0.7315924926244427,0.3894647672782729,1.0,0.8849478139227867,0.9910756398698346,0.23419032382142005,0.31408014908383103,0.26500385014848754,0.15020718624684173,0.07061266874350987,0.7521758987718362,0.685480833309188,0.8213094474046881
Lesotho,LSO,971.90771824829,6.10544624245032,16.34,57.798,92.65956406180274,57.3,78.0789963759688,47.8913481422717,-0.6470887,-0.2588663,-0.406586499999999,1.13702239789196,23.4391013240086,34.9,0.002614766959157619,0.09927185989580076,0.5754666519440108,0.5486257928118393,0.6591811637903643,0.4187045311552704,0.3426763816581376,0.5750623153972061,0.42559314490685135,0.01203866055219385,0.3624091381100727,0.9207409869254812,0.5303219076869586,0.7688573377756753
Liberia,LBR,851.497723870206,8.21497439118964,2.914,62.324,37.7416801452637,32.5,78.8278345445612,23.3351954904068,-1.24629299999999,-0.228549,-0.868004,78.1422342192691,42.3616590279287,92.8,0.0021963600024832637,0.24132195091331365,0.22161149250475703,0.2864693446088795,0.6708237946436902,0.14476959405957002,0.20809850688357068,0.5820592861914139,0.3164263467552536,0.8273608631632209,0.9636552440290758,0.9116552781842151,0.9193347434300119,0.532995111003724
Libya,LBY,6569.16408678648,2.12615766885025,19.085,71.121,92.65956406180274,73.2,96.3545440861619,88.4991460432787,-1.41948799999999,-1.8964767,-1.6980126,0.123327687918433,32.9707065002742,3.1,0.02206440662555123,0.5174188688720104,0.5754666519440108,0.7167019027484144,0.9433219361979488,0.8717027968572257,0.16919989580621111,0.19711598966599392,0.12005455483082501,0.001305779177516246,0.032191069574247146,0.9378797281168632,0.45078666009909313,0.6500496344640178
Liechtenstein,LIE,206780.590353385,3.117463837096035,5.1895,84.2,118.726867675781,100.0,100.0,99.95,1.6931644,1.5823538,1.7275435,41.875,20.0287144500145,56.9,0.7177695595765967,0.9279078526143997,0.7434274184311879,1.0,1.0,0.9994422274918647,0.8682839058908527,1.0,0.9305071088099731,0.4433676166430442,0.5908618899273105,0.93361018607568,0.8534030655115464,0.8113664665541512
Lithuania,LTU,29384.0189598663,0.715735835228723,6.851,77.1951219512195,104.860809326172,100.0,99.9182026791093,96.3965645962382,1.2014922,0.9394441,1.3742358,35.2301501597444,9.21893860360944,33.2,0.10134265959547133,0.7080573081168635,0.6540835483077212,1.0,0.9987282485697656,0.9598020559388019,0.7578571286435317,0.8516219981920268,0.8469180156973253,0.3730127214400582,0.34475597092419524,0.9439543955680968,0.8052617854141918,0.9461060637022979
