Country,Country Code,gdp_per_capita,inflation,unemployment_rate,life_expectancy,secondary_enrollment,electricity_access,drinking_water_access,sanitation_access,government_effectiveness,political_stability,rule_of_law,forest_area,pm25_exposure,renewable_energy,gdp_per_capita_normalised,life_expectancy_normalised,secondary_enrollment_normalised,electricity_access_normalised,drinking_water_access_normalised,sanitation_access_normalised,government_effectiveness_normalised,political_stability_normalised,rule_of_law_normalised,forest_area_normalised,renewable_energy_normalised,inflation_normalised,unemployment_rate_normalised,pm25_exposure_normalised
Luxembourg,LUX,137781.681659123,2.05113269954859,6.4,83.1951219512195,108.577438354492,100.0,100.0,97.6011739095936,2.0397137,1.0730532,1.7617682,34.4538272103664,8.67476189540246,20.5,0.4780085368331853,0.896369404030491,0.6780310907766083,1.0,1.0,0.9732400150994704,0.9461169059187473,0.8824578236296607,0.938604332943646,0.36479310458486963,0.21287642782969887,0.9382028596284312,0.8183293251818157,0.9528890119782881
"Macao SAR, China",MAC,72004.7437020733,0.672498598854365,2.262,83.3317073170732,94.6616766467066,100.0,100.0,100.0,1.1159269,1.053872,0.8520978,32.4330584816998,20.0287144500145,11.0,0.24944338680460726,0.900656183449664,0.5883669645092794,1.0,1.0,1.0,0.7386396493489932,0.8780309684612303,0.7233853502624885,0.3433974409427036,0.11422637590861891,0.9441406177508676,0.9382261756439603,0.8113664665541512
Madagascar,MDG,544.987501003384,7.61335784313723,3.051,63.835,34.1320359801924,39.4,55.3389608321256,15.3671469967754,-0.8631928,-0.4805584,-0.8827065,21.2962600550017,12.7535199510191,83.1,0.0011312822221737958,0.28874521373422896,0.1983532909780662,0.3594080338266385,0.30562835287243284,0.05588242619483357,0.2941406309833327,0.523897694899781,0.3129478812661384,0.22548231794618673,0.8629283489096573,0.9142464323874888,0.9153652246979399,0.902048899742167
Malawi,MWI,522.570393642547,32.1796504225025,5.051,67.561,36.644092994481,15.6,73.0535741738591,49.2322090448262,-0.7257604,-0.3802084,-0.1463001,22.4406024607552,23.6983194353464,62.9,0.001053386083097177,0.4056870252965918,0.21453935409481872,0.10782241014799154,0.581047946180407,0.4336624381288392,0.32500716568137894,0.5470576075304819,0.48717432223628915,0.23759848188797772,0.6531671858774662,0.8084397479105702,0.8574160461275462,0.7656262861432057
Malaysia,MYS,11874.4273684245,1.834100204499,3.846,76.821,80.2757406864183,100.0,97.9424657751403,96.019999368878,0.9147725,0.3847799,0.3451357,57.7190381981434,16.1938532237922,7.5,0.04049941341623659,0.6963153599899566,0.4956733408684449,1.0,0.9680102958785417,0.9556013013119767,0.6934615161921491,0.7236102950392852,0.6034431520554201,0.6111224453931862,0.07788161993769471,0.9391376156015094,0.8923304262162085,0.8591665009010317
Maldives,MDV,13379.3513577224,1.39979779674928,4.278,81.285,79.3565296847573,100.0,99.7584782998402,99.7013015304493,-0.221286999999999,-0.0544563,0.0443492,2.75167785234899,12.0123911668511,1.2,0.04572880213633914,0.8364195593496955,0.4897505424582696,1.0,0.9962449189745314,0.9966678841092503,0.43830901957712237,0.622238376591442,0.5322800532734591,0.029134444206935457,0.012461059190031152,0.9410081501022236,0.8798134036450035,0.9112867780508926
Mali,MLI,1094.61949265799,3.2063986409966,2.924,60.675,38.9389470920545,54.5,86.3633567815443,47.7561676952566,-1.2871409,-2.49096199999999,-1.0943496,10.896663634352,56.7830489222988,71.1,0.0030411722616747456,0.189567509886385,0.22932590275027664,0.5190274841437632,0.78798302526509,0.417196532415621,0.19892430107262196,0.059913920824581086,0.26287522563890625,0.11537260381907054,0.7383177570093458,0.9332271450976846,0.91904499753716,0.35323816763195237
Malta,MLT,43898.5781808597,1.65079469283109,3.1,82.9560975609756,103.027229309082,100.0,100.0,100.0,0.622496,0.8049169,0.72718,1.4375,11.7226648774147,8.6,0.15177861038587262,0.8888675400469401,0.6422691501004258,1.0,1.0,1.0,0.6278178780931746,0.8205742832099359,0.6938310393441952,0.01522008236237316,0.0893042575285566,0.9399271099207385,0.9139454698229653,0.9148981021039136
Marshall Islands,MHL,7726.33668877794,3.117463837096035,5.1895,67.075,85.7558637219654,100.0,87.4448539274847,78.9585640543577,-0.2909441,1.2772187,0.8357246,52.2222222222222,10.7256194470999,12.2,0.026085410606548974,0.39043374552758786,0.530983692837528,1.0,0.8047977024105915,0.7652733099565989,0.4226644314442272,0.9295774563372179,0.7195116137451355,0.5529227988649571,0.12668743509865005,0.93361018607568,0.8534030655115464,0.9273258805821967
Mauritania,MRT,2110.12036938187,2.49164347481972,10.257,68.713,36.0277030077074,50.3,77.2846491375388,58.676920295931,-0.741247299999999,-0.5595872,-0.863509899999999,0.287611138061512,70.8224442103687,19.6,0.006569887909613628,0.4418429477120079,0.21056773753766939,0.47463002114164904,0.6468309764544496,0.5390224437916955,0.3215288961014608,0.505658530940547,0.31748960618423755,0.0030451931893092803,0.2035306334371755,0.936305585774136,0.7065743343088113,0.17824263653153424
Mauritius,MUS,11990.7798944837,3.6045220384796,5.548,73.7890243902439,90.7246586359898,100.0,99.9265458263134,97.3737391141644,0.7653533,0.7903521,0.638614,19.4742113169755,9.15296880580014,8.6,0.04090372126942809,0.6011557463512616,0.5629993786420852,1.0,0.9988579644244407,0.9707028775737946,0.659902814449661,0.8172128532599244,0.6728772032952928,0.20619067839069674,0.0893042575285566,0.9315124330969107,0.8430156752528033,0.946928351241565
Mexico,MEX,14185.7812248529,4.72225588452932,2.678,75.264,103.093322753906,99.7,99.5413676283293,92.9912822357176,-0.2199329,-0.7154541,-1.15386449999999,33.5959176419147,14.9923440243315,13.0,0.04853102688703467,0.6474483711003702,0.6426950133127015,0.9968287526427062,0.992869370680204,0.9218145982760696,0.43861314272882895,0.4696857976468929,0.24879459134282636,0.3557096581213546,0.13499480789200416,0.9266983687851678,0.9261727465013184,0.8741428397081834
"Micronesia, Fed. Sts.",FSM,4166.00476748564,5.40874375479067,5.1895,67.357,92.65956406180274,86.9,97.0965711084738,92.9912822357176,-0.1847801,1.499468,0.9769408,92.1571428571429,12.1144203347628,2.0,0.013713782722729335,0.3992844140355282,0.5754666519440108,0.8615221987315012,0.9548586701229961,0.9218145982760696,0.4465082614994644,0.9808706737785178,0.7529219642436225,0.9757490814377073,0.020768431983385256,0.9237416749636921,0.8534030655115464,0.9100150246697757
Moldova,MDA,7576.19589413326,4.67773516007052,1.427,71.332,99.3439166347193,100.0,92.7079162757946,86.8828564200079,0.2576379,-0.3449915,-0.161332199999999,11.7370179167932,14.7583463021422,21.4,0.02556369350752896,0.5240411775783063,0.6185362765681535,1.0,0.8866256522259598,0.8536723585163281,0.5458728258091919,0.5551853636552865,0.48361787666043965,0.1242701769615596,0.2222222222222222,0.9268901189334768,0.9624199576970998,0.8770595291261102
Monaco,MCO,288001.433369041,3.117463837096035,5.1895,86.497,158.546615600586,100.0,100.0,100.0,1.7370456,1.2387076,1.3453634,0.0,9.5810695715317,21.15,1.0,1.0,1.0,1.0,1.0,1.0,0.878139373614562,0.9206894273256365,0.8400870925898312,0.0,0.21962616822429906,0.93361018607568,0.8534030655115464,0.9415922438575561
Mongolia,MNG,6750.6301157724,6.1977990165842,5.158,72.3980487804878,96.8181201904352,100.0,86.092655324442,74.2806502878222,-0.3892189,0.4203821,-0.09977,9.09172405879304,29.6547866481682,3.0,0.022694974289970946,0.5574994909449438,0.6022616854921108,1.0,0.7837742692632109,0.7130890760685719,0.4005924707992588,0.7318269750737718,0.49818288180473563,0.0962621140805563,0.03115264797507788,0.9203432247966705,0.8543157650740301,0.6913812690322673
Montenegro,MNE,13263.3281277699,3.33675009282281,13.206,77.890243902439,93.8724975585938,100.0,99.2801382117873,97.8491274525811,0.3664948,0.3318563,0.1813833,61.4869888475836,17.9824100566499,39.6,0.045325638538510835,0.7298739533751489,0.5832820072579281,1.0,0.9888078821071187,0.9760060484909342,0.5703214658749387,0.7113959856012966,0.5647009604444827,0.6510170674605512,0.4112149532710281,0.932665723186343,0.6211282705067657,0.8368728446254527
Morocco,MAR,4153.1943359375,0.985256592004507,9.103,75.493,89.9834863018408,100.0,92.2120267209653,87.7780205460508,0.1763559,-0.4408003,-0.3678036,12.9371068787811,21.3212642117301,10.9,0.013669268364054821,0.654635616094407,0.5582237457194686,1.0,0.878915763396775,0.8636583173118426,0.5276173513117183,0.5330735207329915,0.434768793892929,0.13697657893973753,0.11318795430944964,0.9427935733732121,0.7400110103439284,0.795255343006163
Mozambique,MOZ,656.776824637306,4.07856834812022,6.668,63.797,92.65956406180274,36.0,66.6252441342671,38.5900804802051,-0.7157933,-1.7581974,-1.1949508,45.8130349195046,20.0802484321177,76.9,0.0015197336205144236,0.2875525704601092,0.5754666519440108,0.3234672304439747,0.48110288889920716,0.3149447033010897,0.32724571960308074,0.22902965689703006,0.23907398079186748,0.48506307112705227,0.7985462097611631,0.9294707221570302,0.8105641352533829,0.8107241157703158
Myanmar,MMR,1359.05001560107,3.117463837096035,2.887,67.095,92.65956406180274,76.8,85.6871417640541,74.1835210114319,-1.5583075,-2.0903985,-1.811602,42.4023779245254,32.3150340028667,62.9,0.003960029296158255,0.39106145251396646,0.5754666519440108,0.7547568710359408,0.7774695095866457,0.7120055552664603,0.13802182634431034,0.1523605143776207,0.09318043084991605,0.4489514326064349,0.6531671858774662,0.93361018607568,0.9201170573407123,0.6582223338258815
Namibia,NAM,4413.12752211572,4.23903922877036,19.157,67.516,81.9566828199727,56.7,86.5087378352127,38.7229020528394,0.0993430999999999,0.5467327,0.3278567,7.80511120018463,19.9945355710926,30.0,0.014572497817134945,0.40427468457723953,0.5065042397352149,0.5422832980972516,0.790243350675733,0.316426387735144,0.5103207148315747,0.760987601449822,0.5993551122535888,0.08263960717515915,0.31152647975077885,0.9287795762797338,0.448700489670559,0.8117924928143021
Nauru,NRU,13609.158837552,3.117463837096035,5.1895,62.279,91.5133521769495,100.0,97.8429618988897,71.321135135507,0.0100272,1.1047052,0.2518105,0.0,6.06435493209495,1.9,0.04652734920673089,0.23990961019396162,0.5680812073430807,1.0,0.9664632501372188,0.680074352281144,0.4902608721275455,0.8897628316474678,0.5813633365502485,0.0,0.01973001038421599,0.93361018607568,0.8534030655115464,0.9854267063418343
Nepal,NPL,1447.31004458428,4.6850965426577,10.5,70.636,90.3878462155916,94.0,93.6401246842117,86.0259805937649,-0.8845295,-0.414613399999999,-0.303653399999999,41.5907220090687,45.7207706412594,73.7,0.004266719868760562,0.5021969744523256,0.5608291782588685,0.9365750528541226,0.9011192488837905,0.844113522941046,0.2893485296237421,0.539117230908068,0.4499460941357345,0.4403577144268464,0.7653167185877466,0.9268584135598555,0.6995335091125083,0.4911251081482662
Netherlands,NLD,67520.4218956281,3.34754304219953,3.7,81.9658536585366,137.514724731445,100.0,100.0,97.6566689550594,1.7519974,0.4281196,1.7069218,11.0574428274428,10.8892498470498,12.2,0.23386103046056703,0.8577883892579438,0.8644841613322328,1.0,1.0,0.9738590873134414,0.8814974627805683,0.7336127231951476,0.9256282193845768,0.11707491516585167,0.12668743509865005,0.932619238101726,0.8965607162518472,0.9252862921130453
New Caledonia,NCL,29213.1923192946,3.117463837096035,10.991,78.921,92.65956406180274,100.0,99.5386729881695,100.0,0.0100272,1.0976197,1.0851316,45.8271334792123,20.0287144500145,9.6,0.1007490622353047,0.7622245935597265,0.5754666519440108,1.0,0.992827475512491,1.0,0.4902608721275455,0.8881275594905688,0.7785188330781592,0.4852123450330989,0.09968847352024922,0.93361018607568,0.6853069857734767,0.8113664665541512
New Zealand,NZL,49205.1792146792,2.92279782301957,4.724,82.009756097561,114.231056213379,100.0,100.0,100.0,1.8491848,1.1506563,1.6674536,37.7892841137822,6.48591499675774,28.9,0.17021826566792223,0.8591662826426777,0.7144593306539023,1.0,1.0,1.0,0.9033251995756246,0.9003679483518485,0.9162904352242299,0.40010853330565893,0.3001038421599169,0.9344486099226332,0.8668907368238056,0.9801721262197772
Nicaragua,NIC,2847.53966339498,4.62473841057141,4.98,75.1,70.1749572753906,88.3,97.0965711084738,92.9912822357176,-1.0529768,-0.0694255,-1.6197013,25.8229183978727,16.809772538789,50.4,0.009132311105417169,0.6423011738120644,0.43059045585047045,0.876321353065539,0.9548586701229961,0.9218145982760696,0.25151622493982334,0.6187836146168383,0.13858223069940215,0.2734100485930182,0.5233644859813084,0.9271183752051319,0.8594732419667952,0.8514893092961724
Niger,NER,735.270255787226,9.07151997725013,0.376,61.433,19.8664761204349,20.1,53.4274656286176,16.336047650863,-0.7696662,-1.7634214,-0.9457241,0.822957290597616,85.1223455605238,79.6,0.00179248670729925,0.21335760467014003,0.10643529271112145,0.1553911205073996,0.2759092039751756,0.06669094915412187,0.3151461729377065,0.2278240028503656,0.2980385429354549,0.008713375821642558,0.8265835929387331,0.907966148118227,0.9928722510358418,0.0
Nigeria,NGA,1084.16041805436,33.2420966545406,3.045,54.635,46.8931503295898,61.2,82.2488935172216,47.9019370619136,-1.0065889,-2.0025617,-1.0069453,23.2078900271199,56.5313287289257,80.3,0.0030048285212972334,0.0,0.2805776199342053,0.5898520084566597,0.7240130261982369,0.4188226553206126,0.26193468321399666,0.1726324886054269,0.2835542150046795,0.24572243316150505,0.833852544132918,0.8038638065924499,0.9155390722336512,0.3563757606709815
North Macedonia,MKD,9291.85661671864,3.48974086026954,12.265,76.6165853658537,90.0724868774414,100.0,98.1873314046173,98.9975865642367,-0.0323427,0.1558087,-0.224929699999999,39.7101506740682,26.118651401474,19.5,0.031525361268833416,0.689899735291372,0.5587972075978833,1.0,0.9718173669550958,0.9888176268749147,0.4807448337806728,0.6707657211783312,0.46857133974875725,0.4204464444393503,0.20249221183800623,0.9320067940538,0.6483933590241359,0.735457801734783
Norway,NOR,86785.4334489176,3.14530134431081,4.0,83.1609756097561,116.254272460938,100.0,100.0,98.0470498172276,1.843057,0.9032646,1.9494549,33.5009745518434,6.05589724673443,61.4,0.3008041018886583,0.8952977091756982,0.7274956215085918,1.0,1.0,0.9782139615658333,0.9019489305784836,0.8432720823073985,0.9830091422424686,0.3547044117557035,0.6375908618899273,0.9334902903147312,0.8878683394662882,0.9855321280577396
Oman,OMN,20285.2272897377,0.593589236248469,3.203,80.246,95.1220397949219,100.0,92.6702187093673,99.3209329311967,0.5675096,0.6272361,0.4493583,0.0076226171243941,39.5835768902765,0.1,0.06972570161971883,0.803810181407319,0.591333245501811,1.0,0.8860395458168717,0.9924247011568293,0.615468245666464,0.7795670903434382,0.6281011841782475,8.070738118268818e-05,0.001038421599169263,0.9444804792910061,0.9109610871265901,0.5676228103557143
Pakistan,PAK,1478.77277977996,12.6325318530452,5.492,67.799,48.2805022055997,95.6,90.6932992273275,71.8828600416756,-0.6003273,-2.0634311,-1.017096,4.67242631797426,42.9981734249878,41.6,0.004376048229332861,0.413156738434499,0.28951681395030954,0.9534883720930232,0.8553032068834513,0.686340646477059,0.3531787259061403,0.1585843572064913,0.28115266019152774,0.049471104968130925,0.4319833852544133,0.8926289189150995,0.8446382522527743,0.5250612098148978
Palau,PLW,15610.8231931032,2.23172772921704,5.1895,69.383,95.7270847691247,100.0,99.5322473497037,99.0248681264887,0.0100272,1.2387076,1.1710347,90.5434782608696,7.32770979431049,0.9,0.05348283737542852,0.46287113175569633,0.5952317621697114,1.0,0.9927275723027028,0.9891219649829777,0.4902608721275455,0.9206894273256365,0.7988426534323861,0.9586637888738637,0.009345794392523366,0.9374250393179184,0.8534030655115464,0.9696794857140646
Panama,PAN,19161.2188501596,0.693225551004538,8.451,79.775,92.65956406180274,97.0,95.2628238815705,89.0540402475148,0.2451472,0.264681,-0.2634275,56.3439727689404,11.4700607490209,28.0,0.06581993820772616,0.7890276818780995,0.5754666519440108,0.9682875264270613,0.9263483151002593,0.8778928914981564,0.5430674856932303,0.6958925069870352,0.45946314259134413,0.5965634129854492,0.29075804776739356,0.9440513470528477,0.7589024425578768,0.9180467130447277
Papua New Guinea,PNG,3006.70564478923,0.602403921107917,2.625,66.256,52.0929750873194,20.5,53.298484868619,23.5743391458237,-0.900446699999999,-0.653875,-0.571332899999999,78.9541359360509,17.3105425567239,54.6,0.009685389396178856,0.36472914443537763,0.3140819119331266,0.15961945031712474,0.27390386365088654,0.14743734918930076,0.2857736171133318,0.48389772167157835,0.38661578276735226,0.8359571838585748,0.5669781931464175,0.9444425145644738,0.9277083997334339,0.8452474083132897
Paraguay,PRY,6416.09708970845,3.83540271728533,5.686,73.982,79.1305613911018,99.8,99.6035956651355,95.9347586765151,-0.3545101,-0.0738359,-0.5835849,38.5449252640128,10.0891599097852,58.8,0.02153252140501378,0.607212353273492,0.48829454960353397,0.9978858350951374,0.993836866851805,0.9546504030164878,0.40838786969739016,0.6177657324178701,0.38371708124226167,0.4081091736833341,0.6105919003115264,0.9305180331867372,0.8390171819314461,0.9352590979659224
Peru,PER,8452.37167056621,2.00770739412712,5.199,77.941,108.289047241211,96.2,95.6370823826383,78.7732036574365,-0.2004128,-0.6544223,-0.5057749,56.103020234375,27.0356284968814,30.6,0.028608274997816166,0.7314669512271672,0.6761728858332787,0.959830866807611,0.9321671338442905,0.7632055312866048,0.442997246069521,0.4837714095621336,0.40212615450926126,0.5940122356487482,0.31775700934579443,0.9383898918220028,0.8531278069133371,0.7240280435062292
Philippines,PHL,3984.8315387656,3.21260487006347,2.202,69.946,85.2945085684493,98.0,95.8592214925506,87.1527398416478,0.1445214,-0.7741477,-0.5739681,24.4600731126539,20.2887417122616,28.0,0.013084232496013138,0.4805410834222585,0.528011020007423,0.9788583509513742,0.9356208622508658,0.8566830295761728,0.5204675038314666,0.4561398220815585,0.3859923206175872,0.2589804016447037,0.29075804776739356,0.9332004149543979,0.9399646510010722,0.8081253291743822
Poland,POL,25103.565661423,3.79060897630197,2.807,78.409756097561,107.881309509277,100.0,90.124463310463,98.9561729534462,0.6734027,0.498655,0.5769112,31.0804192379273,17.9583314936851,15.2,0.08646871622358838,0.7461790250945013,0.6735456888283436,1.0,0.8464591777274382,0.9883556394036835,0.6392512331238153,0.7498916838465829,0.6582789335872987,0.3290758543710196,0.15784008307372793,0.9307109592134649,0.9224350244835281,0.8371729744264662
Portugal,PRT,29292.242104753,2.41613187791884,6.5,82.3829268292683,120.347076416016,100.0,99.287612173499,99.6591815840337,0.9474847,0.536927,1.0721547,36.154994891142,8.45242266236737,32.3,0.10102374857118772,0.8708783764129151,0.7538669907747259,1.0,0.9889240842197657,0.9961980171461553,0.7008084900960423,0.7587245306448109,0.7754486274120684,0.3828048696030345,0.3354101765316718,0.9366308131840851,0.8154318662532959,0.9556603829220565
Puerto Rico (US),PRI,39343.7154660139,3.117463837096035,5.639,81.902,81.4824139700154,100.0,100.0,100.0,-0.2552121,0.4382506,0.546037,56.1217587373168,7.18841521712249,2.5,0.13595113479772497,0.8557843198794803,0.5034483594362988,1.0,1.0,1.0,0.43068963523773285,0.7359508704284473,0.650974404479729,0.594210636732659,0.02596053997923157,0.93361018607568,0.8403789876278505,0.9714157377401854
Qatar,QAT,76688.6941743178,1.26734310292375,0.13,82.522,99.578857421875,100.0,99.9889721417312,99.936545083788,1.1342702,0.9511752,0.589593,0.0,75.6630329481338,0.0,0.2657194232949962,0.8752432364572219,0.6200500823408615,1.0,0.9998285433511387,0.9992921318446184,0.7427594501086879,0.8543294346749566,0.6612793215240348,0.0,0.0,0.9415786306479473,1.0,0.11790660498438336
Romania,ROU,20080.2096215595,5.72140574354439,5.4,76.4585365853659,81.6316070556641,100.0,99.9999994247989,90.5413612422841,0.4181246,0.1588848,0.3710995,30.1158292767733,14.8501731264834,23.6,0.06901329548557714,0.6849393191063307,0.5044096627376002,1.0,0.9999999910570078,0.8944846267312528,0.5819172250492906,0.6714756584702425,0.6095859292882915,0.3188628883503712,0.245067497403946,0.9223950440756524,0.8473039144670126,0.8759149439381351
Russian Federation,RUS,14889.0185546875,8.43486410496723,2.43,73.4404878048781,92.4840470838527,100.0,96.9002616074642,92.2175878296841,-0.3215539,-0.903284699999999,-1.15651859999999,49.7843605035639,11.2727775886895,3.5,0.050974672802937555,0.5902168038691263,0.574335734585447,1.0,0.9518065299555798,0.9131836888883978,0.4157896446122992,0.42633611866959237,0.24816665764075793,0.5271110032850921,0.036344755970924195,0.9107082162093476,0.9333584446440473,0.9205057699137011
Rwanda,RWA,999.65456165547,1.77029240198635,11.331,68.017,48.790277194547,63.9,61.392176021167,81.3307323783745,0.3489076,-0.0436888999999999,0.1002757,11.3092825293879,31.2882654917538,79.9,0.0027111831442698333,0.41999874458602715,0.2928014727377135,0.6183932346723044,0.3997412772366228,0.7917359154727203,0.5663714808711007,0.624723399444056,0.5455117077660289,0.1197413645611351,0.829698857736241,0.9394124349298966,0.6754556254165098,0.6710205987961735
Samoa,WSM,5392.87761915762,2.17245530514377,4.855,71.826,92.65956406180274,100.0,99.4409290344985,97.0991039585403,0.4344899,1.2384523,1.0529651,57.636690647482,12.5518952802963,35.9,0.01797698478287238,0.5395455401418616,0.5754666519440108,1.0,0.9913077923306425,0.9676391987823028,0.5855927782688657,0.9206305062923071,0.7709085586244522,0.610250559129947,0.37279335410176534,0.9376803248337057,0.8630950656274448,0.9045620718277245
San Marino,SMR,59879.7173015651,1.24216507945569,5.1895,85.817,60.3746397694525,100.0,99.9999961845643,100.0,0.8976214,1.3727102,1.1578037,16.6666666666667,10.6908983278922,21.15,0.2073107098450589,0.978657962463122,0.36744357788828724,1.0,0.9999999406791599,1.0,0.6896094767657862,0.9516160691620767,0.7957123302297686,0.176464723042008,0.21962616822429906,0.9416870720489536,0.8534030655115464,0.9277586656538811
Sao Tome and Principe,STP,3490.56883486557,14.3519273571008,9.057,69.905,92.65956406180274,81.3,77.957445837032,48.6785052753612,-0.718673799999999,0.4890127,-0.3531666,52.125,27.3357522767854,42.5,0.011366742558366486,0.4792542841001821,0.5754666519440108,0.8023255813953488,0.6572913455169126,0.42748562332366963,0.3265987757004953,0.7476663243492336,0.4382317627325264,0.551893421313879,0.4413291796469367,0.8852235061121334,0.7413438414510475,0.7202871188308769
Saudi Arabia,SAU,35121.6628687742,1.68792112375809,3.518,78.982,110.66346516974,100.0,99.0407817713525,97.6074983619299,0.7833016,-0.048171,0.2103549,0.454484134921779,53.1486013629285,0.1,0.12128012524196297,0.7641390998681815,0.6914720921164621,1.0,0.9850864656579721,0.9733105672123145,0.6639339004579163,0.6236889695048227,0.5715553532868193,0.00481202501975749,0.001038421599169263,0.9397672068930367,0.901834091501753,0.3985401245794201
Senegal,SEN,1773.21829923448,0.804503298792438,2.788,68.924,44.0673682244069,74.2,88.0435670438381,62.5195952667746,0.2344127,-0.228555999999999,-0.2046739,41.2827091881785,63.7402211262202,35.4,0.005399202946162486,0.4484652564183042,0.26237011618388417,0.7272727272727273,0.814106250095667,0.5818892129204223,0.5406565780999978,0.5820576706519183,0.47336366086791515,0.43709651059893984,0.367601246105919,0.943572075322632,0.9229855416799467,0.26651975705932246
Serbia,SRB,13679.2065983557,4.6705297488997,7.24,75.9682926829268,89.8402786254883,100.0,95.39838202106,97.9422983506613,0.1019486,-0.168638999999999,-0.2000778,32.3896349149721,22.5075355689004,27.2,0.046770754835732925,0.6695528429768001,0.5573010085064753,1.0,0.9284559178419927,0.9770454118010825,0.5109058952996139,0.595885996362867,0.4744510524839344,0.34293767728213753,0.2824506749740395,0.9269211525403515,0.7939906701822502,0.7804689378998381
Seychelles,SYC,17858.8226383978,0.311726050919668,5.1895,76.2951219512195,70.824577331543,100.0,97.7273290215423,99.7,0.6267672,0.9164443,0.5968987,73.2608695652174,8.49983857722866,1.9,0.061294303619318216,0.6798104937298193,0.43477618538247664,1.0,0.9646654372559734,0.996653364951188,0.6287771652991194,0.8463138431494398,0.6630077775909506,0.7756775434585642,0.01973001038421599,0.9456944601560224,0.8534030655115464,0.9550693622239773
Sierra Leone,SLE,806.654650417726,28.6337500014115,3.103,61.964,86.9079513549805,35.5,68.0790238061869,24.9136362418086,-0.9671017,-0.4501536,-0.8385756,34.2988362427265,43.2210935036927,71.6,0.002040536941548118,0.23002322515849602,0.538406996941672,0.31818181818181823,0.5037056631328539,0.16237781119661834,0.27080328355080724,0.5309148599376877,0.32338881394109825,0.36315207829415436,0.7435098650051921,0.8237118922859931,0.9138585460551097,0.5222825988586938
Singapore,SGP,90674.066632628,2.38951123595017,2.737,83.3463414634146,103.082801906213,100.0,100.0,100.0,2.2796267,1.2318778,1.4311756,20.933147632312,13.8691955865476,1.1,0.31431652819864003,0.9011154812445736,0.6426272238063998,1.0,1.0,1.0,1.0,0.9191131685186096,0.8603894069067882,0.22163772596000372,0.011422637590861892,0.9367454679231448,0.9244632457334917,0.8881424424931847
Slovak Republic,SVK,25992.6748502048,2.75760909424272,5.3,78.3707317073171,93.1929931640625,100.0,99.7860717473563,97.5429596376154,0.6575804,0.6343713,0.5609435,40.05615640599,15.3916194257365,17.9,0.0895582394126793,0.7449542309747381,0.5789037224676407,1.0,0.996673930658063,0.9725906086896594,0.635697634613181,0.7812138328307582,0.6545011343429153,0.424109912778622,0.18587746625129803,0.9351600755069647,0.8502013733955321,0.8691660291340431
Slovenia,SVN,34301.0318686594,1.96562656432512,3.7,82.2853658536585,107.626876831055,100.0,99.5745942010052,98.3111577508786,1.0893351,0.7209146,0.9786636,61.1748938389332,14.2911527506818,23.4,0.11842855365038452,0.8678163911135053,0.671906289975037,1.0,0.9933859638994224,0.9811602044572526,0.7326672824443659,0.8011872784388553,0.7533295616144539,0.647712641904694,0.24299065420560748,0.9385711333775614,0.8965607162518472,0.8828829126826638
Solomon Islands,SLB,1933.55538435227,4.32183948388033,1.444,70.694,92.65956406180274,81.3,71.6090318452294,34.6490737425976,-0.868619199999999,0.7499116,0.1533565,90.0600214362272,13.9542830081778,50.1,0.005956350649496171,0.5040173247128241,0.5754666519440108,0.8023255813953488,0.5585887903979859,0.27098099904881734,0.2929218924334315,0.8078795354049981,0.5580700978993145,0.9535450043940663,0.5202492211838007,0.9284229567190605,0.9619273896792513,0.8870818613048487
"Somalia, Fed. Rep.",SOM,629.538899449007,3.117463837096035,18.949,58.967,3.34785008430481,50.3,75.2947964571377,44.4568438332571,-1.95005229999999,-2.2630781,-2.2054496,9.16528517231485,24.525108218562,95.4,0.0014250858510911051,0.13596133324963908,0.0,0.47463002114164904,0.6158935574204295,0.38039108950245615,0.05003817429443808,0.11250755524354618,0.0,0.09704097057201355,0.9906542056074767,0.93361018607568,0.45472720424187985,0.755320689694217
South Africa,ZAF,6267.186814093,4.36115246518962,32.279,66.312,104.133480684239,87.7,90.1916801364739,77.384521067613,-0.2259135,-0.6171348,0.017703,13.965072665672,23.753069242361,9.7,0.02101508017798271,0.36648672399723803,0.6493971151423962,0.8699788583509513,0.8475042375617255,0.7477141518640101,0.4372699340137433,0.4923770422698293,0.5259758269775187,0.14786056081255927,0.10072689511941849,0.9282536362489161,0.06849592907020535,0.7649438513688028
South Sudan,SSD,8074.625991382481,91.4408220769046,12.374,57.738,122.120628356934,5.4,39.7494391327564,14.4282401482886,-2.1728459,-1.4896464,-1.9725304,11.3256215087114,30.7373478613476,32.4,0.027295664521912687,0.0973887389366644,0.7652946070641863,0.0,0.06324881889803012,0.04540849763911492,0.0,0.29100890649232014,0.05510636959376616,0.11991435976880173,0.3364485981308411,0.5532026961367674,0.6452351287920494,0.6778875700116247
Spain,ESP,35326.7683069278,2.77417826534772,11.4,83.8878048780488,118.537803649902,100.0,99.9247001396709,99.9181189186239,1.110811,-0.002992,0.9317736,37.1925889548355,9.58105460690675,19.0,0.1219928363638134,0.9181094996562927,0.7422092126983648,1.0,0.9988292684402471,0.9990865796774404,0.7374906473315523,0.6341158922028041,0.742235853280183,0.39379079454781674,0.19730010384215993,0.9350887123147578,0.6734563787558312,0.9415924303857105
